old_url,new_url,status,reason
/abbey-college-cambridge/,/tr/yaz-okullari/abbey-college-cambridge,301,summerProgramme: Root-level summer programme (164w) - must NOT be confused with the same-named university page
/ai-and-computer-science-oxford/,/tr/yaz-okullari/ai-and-computer-science-oxford,301,summerProgramme: Root-level summer programme (180w) - must NOT be confused with the same-named university page
/amerika-universiteler/,/tr/universiteler/amerika,301,page: Country landing page (397w) for university in US; genuine market prose
/anasayfa/,/tr,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/anasayfa/blog/,/tr/blog,301,SUPERSEDED: 0-word empty Elementor container standing in for the blog index; the 18 real posts are not linked from it and are absent from the XML sitemap
/anasayfa/contact/,/tr/iletisim,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/anasayfa/hakkimizda/,/tr/hakkimizda,301,About page: genuine Turkish company copy. The placement-count claims on the legacy page are unverified and must not be carried over.
/anasayfa/iletisim-2/,/en/contact,301,English-language contact page. Sends English link equity to the English contact page rather than the Turkish one.
/anasayfa/iletisim/,/tr/iletisim,301,"page: Real contact page: 5 named staff, +44 7735 826785, admin@happyeducation.uk. Office address is missing on both language versions"
/anasayfa/price-disc/,,410,410 Eduma theme demo pricing page (0 words)
/anasayfa/price/,,410,410 Eduma theme demo pricing page (0 words)
/anasayfa/testimonial/,,410,410 Theme demo testimonials - fake names (Blaise Matuidi) + demo copy
/arizona-state-university/,/tr/universiteler/amerika/arizona-state-university,301,"institution/university: Non-UK university profile (169w, US) sitting at the site root instead of under /universiteler/"
/avustralya-universiteler/,/tr/universiteler/avustralya,301,page: Country landing page (316w) for university in AU; genuine market prose
/barry-university-miami/,/tr/yaz-okullari/barry-university-miami,301,summerProgramme: Root-level summer programme (189w) - must NOT be confused with the same-named university page
/become_a_teacher/,,410,410 LearnPress become-instructor page (0 words)
/bireysel-yaz-okullari/,/tr/yaz-okullari,301,MERGE into /summer-schools/: Jaccard 0.41 / containment 0.78 vs /summer-schools/ - re-uses the same programme-type prose
/boarding-schools/,/tr/yatili-okullar,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/boarding-schools/bosworth-independent-school/,/tr/yatili-okullar/bosworth-independent-school,301,"LEGACY ALIAS (currently a live WordPress 301 to /yatili-okullar2/bosworth-independent-school/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/boarding-schools/north-bridge-house-school/,/tr/yatili-okullar/north-bridge-house-school,301,"LEGACY ALIAS (currently a live WordPress 301 to /yatili-okullar2/north-bridge-house-school/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/boarding-schools/oxford-international-college-brighton/,/tr/yatili-okullar/oxford-international-college-brighton,301,"LEGACY ALIAS (currently a live WordPress 301 to /yatili-okullar2/oxford-international-college-brighton/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/bucksmore-education-brighton/,/tr/yaz-okullari/bucksmore-education-brighton,301,summerProgramme: Root-level summer programme (175w) - must NOT be confused with the same-named university page
/business-and-finance-london/,/tr/yaz-okullari/business-and-finance-london,301,summerProgramme: Root-level summer programme (183w) - must NOT be confused with the same-named university page
/california-state-university-san-marcos/,/tr/universiteler/amerika/california-state-university-san-marcos,301,"institution/university: Non-UK university profile (295w, US) sitting at the site root instead of under /universiteler/"
/cart/,,410,"410 WooCommerce cart page (plugin artefact, 13 words, live 200)"
/checkout/,,410,"410 WooCommerce checkout page (plugin artefact, 0 words)"
/cocugunuzu-yurtdisinda-egitime-hazirliyorsaniz/,/tr/blog/cocugunuzu-yurtdisinda-egitime-hazirliyorsaniz,301,"article: Genuine long-form Turkish editorial (864 words), the strongest content asset on the site"
/colorado-state-university/,/tr/universiteler/amerika/colorado-state-university,301,"institution/university: Non-UK university profile (236w, US) sitting at the site root instead of under /universiteler/"
/course/australia/,/tr/dil-okullari/avustralya,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/course/ec-english-dublin/,/tr/dil-okullari/ec-english-dublin,301,"LEGACY ALIAS (currently a live WordPress 301 to /dil-okullari/ec-english-dublin/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/course/ingiltere-dil-okullari/,/tr/dil-okullari/ingiltere,301,"LEGACY ALIAS (currently a live WordPress 301 to /dil-okullari/ingiltere-dil-okullari/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/course/usa/,/tr/dil-okullari/amerika,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/courses/,,410,"410 LearnPress course archive (plugin artefact, 0 words)"
/depaul-university/,/tr/universiteler/amerika/depaul-university,301,"institution/university: Non-UK university profile (189w, US) sitting at the site root instead of under /universiteler/"
/dil-okullari/,/tr/dil-okullari,301,Language schools section index. Draft target was a classifier artefact; corrected to the section index.
/dil-okullari/amerika-dil-okullari/,/tr/dil-okullari/amerika,301,page: Country landing page for language schools in US (654w)
/dil-okullari/amerika-dil-okullari/ec-english-los-angeles/,/tr/dil-okullari/amerika/ec-english-los-angeles,301,"institution/languageSchool: Language-school branch page (339w, EN)"
/dil-okullari/amerika-dil-okullari/ec-english-new-york/,/tr/dil-okullari/amerika/ec-english-new-york,301,"institution/languageSchool: Language-school branch page (294w, TR)"
/dil-okullari/amerika-dil-okullari/ec-english-school-in-boston/,/tr/dil-okullari/amerika/ec-english-school-in-boston,301,"institution/languageSchool: Language-school branch page (341w, EN)"
/dil-okullari/amerika-dil-okullari/ec-english-school-in-san-diego/,/tr/dil-okullari/amerika/ec-english-school-in-san-diego,301,"institution/languageSchool: Language-school branch page (278w, EN)"
/dil-okullari/amerika-dil-okullari/ec-english-school-in-san-francisco/,/tr/dil-okullari/amerika/ec-english-school-in-san-francisco,301,"institution/languageSchool: Language-school branch page (260w, EN)"
/dil-okullari/amerika-dil-okullari/kaplan-international-boston/,/tr/dil-okullari/amerika/kaplan-international-boston,301,"institution/languageSchool: Language-school branch page (185w, EN)"
/dil-okullari/amerika-dil-okullari/kaplan-international-chicago/,/tr/dil-okullari/amerika/kaplan-international-chicago,301,"institution/languageSchool: Language-school branch page (210w, EN)"
/dil-okullari/amerika-dil-okullari/kaplan-international-los-angeles/,/tr/dil-okullari/amerika/kaplan-international-los-angeles,301,"institution/languageSchool: Language-school branch page (364w, EN)"
/dil-okullari/amerika-dil-okullari/kaplan-international-new-york/,/tr/dil-okullari/amerika/kaplan-international-new-york,301,"institution/languageSchool: Language-school branch page (401w, TR)"
/dil-okullari/amerika-dil-okullari/lsi-boston/,/tr/dil-okullari/amerika/lsi-boston,301,"institution/languageSchool: Language-school branch page (172w, EN)"
/dil-okullari/amerika-dil-okullari/lsi-new-york/,/tr/dil-okullari/amerika/lsi-new-york,301,"institution/languageSchool: Language-school branch page (250w, TR)"
/dil-okullari/amerika-dil-okullari/lsi-san-diego/,/tr/dil-okullari/amerika/lsi-san-diego,301,"institution/languageSchool: Language-school branch page (275w, EN)"
/dil-okullari/amerika-dil-okullari/lsi-san-francisco-berkeley/,/tr/dil-okullari/amerika/lsi-san-francisco-berkeley,301,"institution/languageSchool: Language-school branch page (318w, EN)"
/dil-okullari/australia/,/tr/dil-okullari/avustralya,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/avustralya-dil-okullari/,/tr/dil-okullari/avustralya,301,page: Country landing page for language schools in AU (520w)
/dil-okullari/avustralya-dil-okullari/lsi-brisbane/,/tr/dil-okullari/avustralya/lsi-brisbane,301,"institution/languageSchool: Language-school branch page (123w, TR)"
/dil-okullari/dubai-dil-okullari/,/tr/dil-okullari/dubai,301,page: Country landing page for language schools in AE (434w)
/dil-okullari/dubai-dil-okulu-fiyatlari-happy-education/,/tr/dil-okullari/dubai,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/ec-english-dublin/,/tr/dil-okullari/ec-english-dublin,301,"languageSchool: Provider/brand overview page (138w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/ec-english/,/tr/dil-okullari/ec-english,301,"languageSchool: Provider/brand overview page (170w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/english-path/,/tr/dil-okullari/english-path,301,"languageSchool: Provider/brand overview page (247w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/english-studio/,/tr/dil-okullari/english-studio,301,"languageSchool: Provider/brand overview page (176w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/ingiltere-dil-okullari/,/tr/dil-okullari/ingiltere,301,"MERGE into /dil-okullari/uk/: Second UK language-school hub (536w) competing with /dil-okullari/uk/ (33w). KEEP the prose, retire the URL"
/dil-okullari/international-house/,/tr/dil-okullari/international-house,301,"languageSchool: Provider/brand overview page (208w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/ireland/,/tr/dil-okullari/irlanda,301,"KEEP URL, REWRITE CONTENT: 10-word link stub for a whole country"
/dil-okullari/ireland/english-path-dublin-2/,/tr/dil-okullari/irlanda/english-path-dublin,301,"institution/languageSchool: Language-school branch page (645w, EN)"
/dil-okullari/ireland/english-path-dublin/,/tr/dil-okullari/irlanda/english-path-dublin,301,"MERGE into /dil-okullari/ireland/english-path-dublin-2/: 142w TR stub vs 645w EN ""-2"" twin, same institution and same title"
/dil-okullari/ireland/kaplan-international-in-dublin/,/tr/dil-okullari/irlanda/kaplan-international-in-dublin,301,"institution/languageSchool: Language-school branch page (174w, TR)"
/dil-okullari/ireland/twin-english-centre-dublin/,/tr/dil-okullari/irlanda/twin-english-centre-dublin,301,"institution/languageSchool: Language-school branch page (92w, EN)"
/dil-okullari/islington-centrefor-english/,/tr/dil-okullari/islington-centrefor-english,301,"languageSchool: Provider/brand overview page (150w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/kanada-dil-okullari/,/tr/dil-okullari/kanada,301,page: Country landing page for language schools in CA (403w)
/dil-okullari/kanada-dil-okullari/ec-montreal/,/tr/dil-okullari/kanada/ec-montreal,301,"institution/languageSchool: Language-school branch page (155w, EN)"
/dil-okullari/kanada-dil-okullari/englishpath-in-toronto/,/tr/dil-okullari/kanada/englishpath-in-toronto,301,"institution/languageSchool: Language-school branch page (356w, EN)"
/dil-okullari/kanada-dil-okullari/kaplan-international-toronto/,/tr/dil-okullari/kanada/kaplan-international-toronto,301,"institution/languageSchool: Language-school branch page (120w, EN)"
/dil-okullari/kanada-dil-okullari/kaplan-international-vancouver/,/tr/dil-okullari/kanada/kaplan-international-vancouver,301,"institution/languageSchool: Language-school branch page (176w, TR)"
/dil-okullari/kanada-dil-okullari/lsi-international-vancouver/,/tr/dil-okullari/kanada/lsi-international-vancouver,301,"institution/languageSchool: Language-school branch page (215w, TR)"
/dil-okullari/kanada-dil-okullari/st-giles-international-vancouver/,/tr/dil-okullari/kanada/st-giles-vancouver,301,"institution/languageSchool: Language-school branch page (155w, TR)"
/dil-okullari/kanada/,/tr/dil-okullari/kanada,301,"LEGACY ALIAS (currently a live WordPress 301 to /dil-okullari/kanada-dil-okullari/, linked from the old hub pages): must be re-created on the new platform or the link equity is lost"
/dil-okullari/kaplan-international/,/tr/dil-okullari/kaplan-international,301,"languageSchool: Provider/brand overview page (188w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/lsi-education/,/tr/dil-okullari/lsi-education,301,"languageSchool: Provider/brand overview page (189w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/malta-dil-okullari/,/tr/dil-okullari/malta,301,page: Country landing page for language schools in MT (425w)
/dil-okullari/malta-dil-okullari/ec-malta/,/tr/dil-okullari/malta/ec-malta,301,"institution/languageSchool: Language-school branch page (211w, TR)"
/dil-okullari/malta-dil-okulu-fiyatlari-happy-education/,/tr/dil-okullari/malta,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/new-zeland/,/tr/dil-okullari/yeni-zelanda,301,"KEEP URL, REWRITE CONTENT: 2-word link stub; slug also misspelt (""new-zeland"")"
/dil-okullari/new-zeland/lsi-auckland/,/tr/dil-okullari/yeni-zelanda/lsi-auckland,301,"institution/languageSchool: Language-school branch page (147w, EN)"
/dil-okullari/oxford-house/,/tr/dil-okullari/oxford-house,301,"languageSchool: Provider/brand overview page (176w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/south-africa/,/tr/dil-okullari/guney-afrika,301,"KEEP URL, REWRITE CONTENT: 4-word link stub for a whole country"
/dil-okullari/south-africa/ec-cape-town/,/tr/dil-okullari/guney-afrika/ec-cape-town,301,"institution/languageSchool: Language-school branch page (179w, EN)"
/dil-okullari/st-giles/,/tr/dil-okullari/st-giles,301,"languageSchool: Provider/brand overview page (193w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/stafford-house/,/tr/dil-okullari/stafford-house,301,"languageSchool: Provider/brand overview page (185w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/top-up-learning/,/tr/dil-okullari/top-up-learning,301,"languageSchool: Provider/brand overview page (289w) - becomes a languageSchool ""brand"" record with child branches"
/dil-okullari/uk/,/tr/dil-okullari/ingiltere,301,"KEEP URL, REWRITE CONTENT: 33-word link stub for the most important market on the site"
/dil-okullari/uk/birmingham-2/,/tr/dil-okullari/ingiltere/birmingham,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/birmingham-dil-okullari/,/tr/dil-okullari/ingiltere/birmingham,301,page: City landing page (153w) for UK language schools
/dil-okullari/uk/brighton-dil-okullari/,/tr/dil-okullari/ingiltere/brighton,301,page: City landing page (156w) for UK language schools
/dil-okullari/uk/brighton/,/tr/dil-okullari/ingiltere/brighton,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/cambridge-2/,/tr/dil-okullari/ingiltere/cambridge,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/cambridge-dil-okullari/,/tr/dil-okullari/ingiltere/cambridge,301,page: City landing page (143w) for UK language schools
/dil-okullari/uk/ec-english-learn-english-in-brighton/,/tr/dil-okullari/ingiltere/ec-english-learn-english-in-brighton-uk,301,"institution/languageSchool: Language-school branch page (201w, TR)"
/dil-okullari/uk/ec-english-manchester/,/tr/dil-okullari/ingiltere/ec-english-manchester,301,"institution/languageSchool: Language-school branch page (196w, TR)"
/dil-okullari/uk/english-path-manchester/,/tr/dil-okullari/ingiltere/english-path-manchester,301,"institution/languageSchool: Language-school branch page (161w, TR)"
/dil-okullari/uk/kaplan-international-manchester/,/tr/dil-okullari/ingiltere/kaplan-international-manchester,301,"institution/languageSchool: Language-school branch page (199w, TR)"
/dil-okullari/uk/londra-2/,/tr/dil-okullari/ingiltere/londra,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/londra-dil-okullari/,/tr/dil-okullari/ingiltere/londra,301,page: City landing page (167w) for UK language schools
/dil-okullari/uk/londra/,/tr/dil-okullari/ingiltere/londra,301,"MERGE into /dil-okullari/uk/londra-dil-okullari/: 19-word link stub, same title ""Londra"" as the 167w city hub"
/dil-okullari/uk/lsi-brighton-learn-english-in-brighton/,/tr/dil-okullari/ingiltere/lsi-brighton-learn-english-in-brighton-england,301,"institution/languageSchool: Language-school branch page (185w, TR)"
/dil-okullari/uk/manchester-dil-okullari/,/tr/dil-okullari/ingiltere/manchester,301,page: City landing page (154w) for UK language schools
/dil-okullari/uk/manchester/,/tr/dil-okullari/ingiltere/manchester,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/oxford-2/,/tr/dil-okullari/ingiltere/oxford,301,CURRENTLY 404 on the old site but linked from live hub pages and/or blog posts: fix on migration
/dil-okullari/uk/oxford-dil-okullari/,/tr/dil-okullari/ingiltere/oxford,301,page: City landing page (116w) for UK language schools
/dil-okullari/uk/oxford-international-college/,/tr/dil-okullari/ingiltere/oxford-international-college,301,"KEEP URL, REWRITE CONTENT: Boarding-school content mis-filed under language schools; 3-way duplicate with the two /yatili-okullar2/ OIC pages"
